id,race,age,gender,hand,country,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,C_1,C_10,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,E_1,E_10,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,N_1,N_10,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,O_1,O_10,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9
12518,3,24,2,1,US,1,4,5,2,5,1,5,1,4,5,3,3,5,5,2,2,4,3,2,3,3,2,2,4,2,5,2,4,3,4,3,3,3,5,2,3,3,4,4,4,4,3,1,5,1,4,2,5,3,5
12519,6,33,1,1,BR,2,4,3,1,4,2,3,2,4,4,5,4,2,4,2,4,2,4,1,4,3,2,2,3,3,4,2,3,2,3,1,1,4,3,3,1,1,1,1,1,4,4,2,3,3,3,2,4,3,4
12520,3,21,1,1,GB,3,3,5,3,3,3,2,3,4,2,5,5,1,5,1,4,1,5,1,4,4,1,1,5,1,5,1,5,2,5,2,1,4,4,4,2,1,1,1,2,4,5,1,4,1,4,1,5,4,4
12521,1,39,2,1,CA,5,5,5,1,5,1,5,2,5,5,4,5,1,4,1,3,1,5,1,5,3,3,2,3,3,5,1,4,3,3,1,1,3,4,2,1,3,3,3,3,5,5,2,1,3,4,1,3,3,3
12522,1,43,2,1,US,1,5,5,1,5,2,4,1,4,4,4,4,1,5,1,3,1,4,3,3,3,1,1,5,2,5,1,5,4,5,2,1,4,2,4,2,2,1,1,2,4,5,1,4,1,5,1,5,4,4
12523,13,23,1,1,US,1,4,5,3,4,1,5,1,4,4,3,4,5,4,4,3,5,3,2,3,2,3,4,3,3,3,2,1,1,2,3,2,3,5,3,3,3,1,1,2,3,4,1,5,1,3,1,4,2,3
12524,13,19,1,1,ZA,5,3,2,4,2,4,2,5,1,2,4,2,2,5,4,2,4,2,4,1,1,5,5,1,5,1,1,1,5,2,1,1,5,4,5,2,1,1,1,2,5,5,1,5,1,5,1,5,4,5
12525,13,33,2,1,US,1,5,4,1,5,1,5,2,2,5,5,1,5,5,1,5,1,1,5,4,5,5,5,1,5,2,5,1,4,5,5,3,1,4,3,5,5,2,5,4,1,4,4,5,2,4,2,2,1,2
12526,3,21,2,1,AU,1,4,5,2,5,1,5,1,5,5,3,2,5,4,4,2,5,5,4,2,4,4,2,4,2,5,1,5,2,3,4,1,5,4,2,2,4,4,4,5,4,3,2,4,1,3,2,4,5,5
12527,3,23,2,1,US,5,5,5,1,5,1,5,1,5,5,5,4,1,5,1,3,1,5,1,5,2,4,2,5,4,4,2,4,5,2,3,2,4,4,4,2,3,2,1,2,4,4,1,4,1,5,1,5,4,5
12528,3,54,1,1,CA,1,5,5,1,5,1,3,1,5,5,5,5,2,5,1,5,1,5,1,4,1,3,3,4,3,4,3,3,3,5,1,1,4,5,3,1,1,1,1,1,4,5,1,5,1,5,1,5,4,5
12529,3,19,1,1,GB,2,2,4,3,4,2,4,2,3,4,2,3,5,4,3,2,4,4,4,2,2,3,2,3,3,4,3,4,3,3,4,4,2,4,2,4,4,4,4,4,5,3,3,4,2,2,2,4,4,5
12530,13,38,1,1,US,1,4,5,1,5,1,2,1,3,5,4,5,5,5,1,1,3,3,1,3,5,2,1,5,3,5,1,5,3,5,3,1,4,2,2,1,3,3,4,2,5,5,1,4,1,5,1,4,3,4
12531,3,21,2,1,CA,4,3,4,2,3,3,4,2,4,4,5,3,2,4,2,3,2,3,3,2,2,4,4,2,4,2,4,2,4,2,5,4,2,5,2,3,4,4,3,4,3,4,3,4,3,3,3,4,4,5
12532,3,21,2,2,CA,4,3,5,4,4,4,4,2,3,4,2,5,5,5,5,1,5,4,4,1,5,5,3,4,4,4,2,2,4,3,1,3,5,5,2,1,4,5,5,5,4,5,1,5,1,5,1,5,4,4
12533,1,21,1,1,US,2,3,4,3,3,2,3,3,3,3,2,4,2,3,2,5,5,4,3,5,3,3,2,4,3,2,2,4,5,2,1,3,4,5,2,3,2,2,1,1,2,2,4,4,3,3,1,3,2,4
12534,6,20,2,1,BS,4,5,3,1,5,3,5,5,4,5,5,5,1,5,1,1,1,5,1,5,3,5,3,5,4,3,5,1,4,3,3,4,5,3,4,5,3,3,3,3,3,4,2,5,2,4,2,5,2,5
12535,3,19,1,1,US,1,4,4,3,4,1,5,1,5,4,4,2,3,5,3,4,4,3,2,4,3,2,2,4,2,3,1,5,5,2,2,1,5,5,3,3,2,1,2,1,2,4,2,4,2,4,2,4,2,4
12536,3,25,1,1,CA,1,3,5,2,5,2,4,4,5,4,5,3,1,5,2,4,1,5,3,4,2,4,5,4,4,2,5,2,5,4,1,2,4,3,5,1,2,2,1,1,2,5,4,2,4,5,5,4,1,3
12537,1,21,1,1,US,4,1,4,4,2,3,3,3,3,3,4,5,2,5,2,1,4,2,2,5,4,5,2,4,2,4,1,4,3,3,1,4,5,3,3,1,1,1,1,1,2,5,3,4,3,3,2,4,2,3
12538,1,14,2,1,US,1,3,3,1,5,2,5,3,4,4,4,4,2,5,2,5,2,3,3,4,2,4,5,3,4,3,5,1,5,1,5,2,4,5,1,3,5,5,5,3,5,3,2,5,3,4,1,5,5,4
12539,13,17,2,1,US,4,3,3,2,4,2,4,1,3,3,4,3,2,2,2,2,3,3,3,3,1,4,3,3,3,3,3,1,3,3,2,2,4,3,2,3,2,4,3,3,3,3,1,3,2,3,3,4,3,4
12540,13,21,2,1,US,3,3,4,1,5,3,5,3,2,4,3,3,2,4,3,2,1,4,3,2,2,3,3,3,3,4,3,4,4,3,2,1,4,4,1,2,2,1,1,1,3,3,3,4,2,3,1,4,3,4
12541,13,25,1,3,GB,1,2,1,5,3,5,1,5,1,5,1,2,1,1,5,5,3,5,2,1,1,5,1,1,5,1,5,1,3,3,1,5,1,5,1,5,4,5,5,4,1,5,1,5,5,5,5,2,1,5
12542,3,31,2,1,US,1,5,4,1,5,1,4,2,4,5,4,4,1,5,1,3,2,5,3,3,1,4,2,4,4,3,1,2,3,5,5,5,2,5,5,5,3,5,4,4,3,5,1,5,1,5,1,4,3,5
12543,13,20,2,1,US,3,4,4,2,4,5,3,3,5,3,5,3,3,5,1,3,1,3,2,5,3,3,1,5,2,2,1,3,5,1,3,1,3,3,2,1,3,3,2,3,2,3,3,2,1,3,2,4,2,3
12544,1,26,1,1,US,1,5,5,1,5,1,5,1,5,5,3,3,3,5,2,3,3,4,3,2,4,3,1,5,4,5,1,4,5,4,2,2,4,5,4,2,1,2,1,2,4,4,2,5,1,5,1,5,5,4
12545,1,23,2,1,US,2,5,5,2,5,2,5,1,3,5,4,5,2,4,3,2,3,4,2,2,2,4,3,3,4,3,1,2,4,3,5,4,1,5,1,3,3,5,4,3,3,4,2,4,1,4,2,5,3,5
12546,3,23,1,1,US,4,5,3,2,1,2,1,3,4,1,2,5,5,2,4,2,5,2,1,2,4,1,2,4,1,5,1,5,2,5,1,2,5,2,3,1,1,2,1,2,5,5,1,5,1,5,1,5,5,5
12547,13,24,2,1,US,1,5,3,3,5,2,3,5,5,5,3,5,1,5,2,4,2,4,3,5,3,4,4,3,5,3,4,5,5,1,1,1,5,2,1,3,1,3,3,3,3,3,2,5,1,3,1,3,3,3
12548,3,44,1,1,US,2,2,4,2,3,4,3,4,4,3,5,5,4,5,2,2,2,2,1,3,2,5,2,3,2,1,1,1,2,5,2,2,4,1,4,4,4,4,4,4,3,5,1,4,1,5,1,5,4,5
12549,3,54,1,1,US,5,1,1,5,1,5,4,5,1,1,4,2,3,2,5,2,3,4,2,4,2,5,2,1,4,2,3,1,4,4,2,3,5,1,4,3,1,1,4,3,3,2,1,5,2,2,1,5,3,4
12550,3,20,1,2,US,1,4,4,1,4,1,3,1,4,5,4,4,4,4,3,2,4,3,1,3,3,2,2,4,3,5,1,2,3,4,3,2,4,3,4,2,1,3,2,1,5,5,1,5,1,5,1,5,5,5
12551,0,16,1,3,AU,3,5,5,3,3,4,3,5,4,3,1,3,3,4,1,3,3,5,1,5,3,5,1,5,3,3,1,5,5,1,2,1,3,3,1,3,1,2,2,3,2,5,3,5,1,5,1,5,5,3
12552,3,18,2,1,US,1,3,5,1,5,1,5,1,3,5,4,5,1,5,3,5,1,4,1,5,2,5,3,3,3,3,4,4,4,5,2,1,3,5,5,1,5,2,1,3,5,5,1,4,1,5,2,4,5,5
12553,11,22,2,1,MY,3,4,4,2,4,2,5,3,5,3,3,3,2,3,3,3,2,4,3,3,4,3,4,4,4,5,3,4,3,2,2,4,4,3,5,4,3,5,5,4,3,2,3,4,3,2,1,3,4,2
12554,1,17,1,1,US,3,2,4,4,3,2,4,3,3,1,3,3,2,3,5,1,5,5,4,4,1,3,4,3,3,3,4,1,4,3,3,2,3,4,3,3,5,2,1,4,4,4,3,4,2,4,1,3,4,3
12555,13,18,2,1,US,4,3,4,5,4,3,2,1,5,4,3,3,4,4,5,2,5,3,3,2,3,4,3,3,3,4,1,4,4,4,5,4,2,5,4,4,4,5,5,4,3,5,4,5,2,3,1,3,2,5
12556,13,17,1,2,US,4,4,5,4,3,5,4,5,4,3,4,4,5,5,4,5,5,5,4,5,3,2,2,5,4,5,2,5,3,5,2,1,5,2,4,2,2,4,1,2,4,5,2,5,1,5,1,5,4,5
12557,9,20,1,1,US,3,3,2,1,4,3,4,4,3,4,3,4,2,3,3,2,4,4,3,2,2,4,3,2,4,2,4,2,4,3,4,4,2,4,2,4,4,4,4,4,4,3,2,2,2,3,4,3,4,4
12558,3,21,2,1,CA,1,3,4,1,5,1,5,2,4,5,2,1,5,1,4,1,5,2,5,2,2,2,3,4,2,4,2,3,4,4,5,5,2,5,1,5,5,5,5,2,4,4,1,5,1,4,1,2,4,5
12559,3,18,2,1,US,1,3,4,2,4,3,4,3,4,3,3,3,4,5,3,2,4,3,2,3,2,5,5,3,4,2,4,2,4,2,3,2,5,5,3,3,1,2,2,3,3,3,2,4,2,4,1,4,4,5
12560,3,23,1,1,CA,2,4,5,1,5,2,5,1,5,5,5,5,5,5,5,4,4,4,1,4,3,5,5,5,1,4,5,5,5,5,1,1,5,1,1,1,1,1,1,1,4,5,1,5,1,4,1,5,4,5
12561,3,21,2,1,US,2,4,5,1,4,2,5,1,4,5,3,3,2,4,3,2,3,3,2,4,1,5,4,2,4,2,3,1,4,3,5,5,3,5,1,3,4,3,2,3,4,4,2,4,3,4,1,4,3,5
12562,3,20,2,1,US,1,4,4,1,5,2,3,1,4,4,4,3,2,4,2,4,2,5,2,4,1,5,3,4,3,3,2,1,3,2,3,2,4,4,3,2,2,2,2,2,4,5,1,5,2,5,1,4,4,4
12563,3,28,1,1,US,2,4,5,3,3,3,4,1,3,4,4,3,5,2,3,1,5,2,3,2,4,2,1,5,2,5,1,3,2,5,3,2,3,2,4,2,1,2,2,2,5,5,1,5,1,5,1,4,4,3
12564,13,21,2,1,US,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,1,5,3,3,3,3,2,1,3,2,4,3,4,3,5,4,3,3,3,3,5,5,3,3,4,1,3,4,4,2,3,1,3,2,3
12565,13,52,2,1,US,1,5,1,1,5,1,5,1,5,4,4,3,2,5,2,3,2,5,1,4,3,4,1,5,3,5,1,5,4,4,1,1,5,2,5,1,5,1,1,1,5,5,2,5,2,4,1,4,4,5
12566,3,18,1,1,US,5,2,2,3,2,4,1,2,3,2,4,3,5,4,3,2,3,5,4,4,3,4,3,4,3,4,3,3,3,4,2,2,4,4,2,4,2,2,2,4,4,2,2,5,4,4,1,4,4,3
12567,3,21,1,1,US,2,2,2,4,3,5,2,2,2,4,4,5,4,5,2,2,2,4,1,4,4,4,3,3,4,4,4,3,4,4,2,1,4,4,4,2,3,2,2,4,5,5,1,5,1,4,1,5,4,5
12568,3,30,2,1,US,5,5,2,5,5,1,3,3,3,3,5,5,5,5,2,1,5,3,1,5,1,3,1,2,4,5,1,1,5,1,1,1,3,3,1,1,3,1,1,3,5,5,3,4,3,5,1,5,1,2
12569,3,20,1,2,US,1,5,5,1,4,1,3,1,4,4,4,5,2,4,1,4,1,5,1,5,5,1,1,5,1,5,1,5,1,5,4,1,3,4,5,2,1,2,1,2,4,5,1,5,1,5,1,5,4,3
12570,13,19,2,1,US,4,3,3,5,5,2,1,2,1,5,4,4,5,5,3,1,4,4,3,4,5,4,1,3,2,4,3,2,4,3,2,4,4,5,3,1,4,4,4,5,1,3,3,3,3,3,3,5,1,5
12571,3,52,2,1,US,1,4,5,2,4,1,3,1,5,4,3,3,4,3,3,2,2,3,3,3,4,2,1,5,2,5,1,5,2,3,4,2,4,3,4,2,2,2,1,2,5,3,2,4,1,4,1,4,4,4
12572,11,19,2,1,CA,2,4,2,3,4,2,5,3,4,4,4,2,2,4,2,1,2,2,2,2,2,5,4,1,3,4,2,1,3,4,3,4,1,5,1,5,5,5,4,5,4,4,1,5,1,4,1,5,4,4
12573,3,41,2,1,US,1,5,5,2,5,2,4,1,4,5,4,4,1,4,1,2,1,5,2,4,2,3,1,5,1,5,1,5,3,2,1,1,3,3,2,1,1,4,4,1,5,5,1,3,1,4,1,5,4,5
12574,4,22,1,1,IN,4,4,4,1,3,2,3,2,3,2,2,3,1,5,1,3,2,2,3,4,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,2,2,3,2,2,3,4,2,4,3,4,2,3,1,3
12575,4,23,1,1,IN,3,5,3,3,2,2,2,4,3,5,2,4,4,1,4,2,4,5,1,5,3,2,3,3,3,3,4,4,1,3,4,2,2,4,4,4,4,2,1,1,2,3,3,2,4,3,1,3,2,3
12576,3,56,2,1,US,1,3,3,1,5,2,4,2,3,4,3,4,1,4,2,4,1,5,2,4,1,4,3,3,5,3,2,3,4,2,3,3,4,3,2,3,3,3,3,3,4,4,2,4,3,4,2,3,4,4
12577,1,22,2,1,US,1,2,3,1,5,2,5,2,4,5,3,5,4,5,3,4,3,5,2,3,2,5,2,2,4,3,1,2,5,5,5,5,1,5,1,4,4,4,4,3,3,5,5,5,1,5,1,3,2,5
12578,4,33,2,1,PH,5,3,4,2,4,2,5,2,3,5,4,4,2,4,2,3,1,5,1,4,3,4,5,3,5,2,4,1,3,2,4,5,5,2,4,2,2,2,2,2,3,3,4,4,4,3,2,4,1,5
12579,13,30,2,1,US,2,3,4,3,5,2,5,2,3,4,3,3,4,4,2,2,5,3,2,4,2,5,5,4,5,2,5,2,5,3,4,5,2,5,1,5,5,4,4,5,2,2,3,5,2,3,3,3,2,5
12580,3,24,2,3,GB,4,4,4,4,3,3,4,3,4,3,3,4,4,3,3,3,4,3,2,3,5,3,1,5,2,5,1,5,1,5,4,3,2,4,2,4,3,4,4,4,5,5,1,4,2,4,1,5,5,3
12581,3,22,2,1,US,1,4,2,2,5,2,4,2,4,5,4,4,1,5,2,5,1,4,2,4,4,4,2,4,3,4,2,4,2,4,5,2,3,4,4,1,2,2,2,1,5,3,2,4,2,4,2,4,4,4
12582,12,35,1,1,ZA,5,5,5,1,5,1,5,1,5,5,5,5,2,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,1,1,1,2,1,1,1,1,1,1,5,5,1,3,1,5,1,5,1,5
12583,3,21,1,1,US,2,3,5,2,4,3,4,2,4,4,4,3,4,4,3,3,4,4,3,3,4,2,1,5,2,5,2,5,4,4,2,2,4,3,4,2,2,4,3,3,3,4,2,4,3,3,2,4,2,4
12584,3,18,1,1,US,1,4,4,3,4,1,4,1,4,4,2,3,4,3,5,2,3,3,3,2,2,5,5,2,4,2,4,2,5,1,5,5,1,5,1,4,3,4,4,3,4,3,2,4,1,3,3,3,4,4
12585,13,22,2,1,US,1,3,5,3,5,1,5,1,4,5,2,3,4,5,5,1,5,3,3,3,3,4,2,5,3,3,2,3,4,3,5,4,3,5,1,4,5,5,5,5,4,4,2,5,1,3,1,4,3,4
12586,13,22,2,1,AU,5,5,5,1,5,2,5,1,5,5,5,4,4,5,3,5,1,5,3,5,5,3,1,5,1,5,1,5,4,5,4,3,5,3,3,4,3,4,3,3,3,5,4,5,4,5,1,5,4,5
12587,4,33,1,1,IN,4,4,1,3,4,5,5,4,3,3,4,3,2,4,3,3,5,4,4,5,1,5,5,1,5,1,5,2,4,1,5,4,2,4,2,5,5,4,4,5,3,4,4,4,4,3,5,4,3,4
12588,3,18,2,3,NZ,4,2,1,4,2,5,2,5,2,1,4,2,4,4,3,2,5,2,3,1,1,5,5,1,5,1,4,1,5,1,5,3,2,5,3,4,2,4,2,4,4,4,3,5,3,3,1,3,3,1
12589,11,13,1,2,AU,3,3,3,1,4,2,1,2,3,3,4,3,4,4,3,4,4,4,1,1,2,5,3,3,5,4,3,4,5,1,3,1,4,4,5,2,1,3,1,3,3,5,3,5,1,5,1,5,3,3
12590,1,25,2,1,TW,1,3,3,2,5,2,5,2,4,4,4,3,3,5,3,1,2,4,2,4,1,5,5,1,5,1,3,1,5,2,5,5,1,5,1,1,5,5,5,4,3,4,2,5,1,3,2,3,2,5
12591,9,23,1,1,KR,4,3,3,3,3,2,3,3,3,3,4,4,5,4,2,4,1,4,2,4,2,5,2,2,4,4,2,2,3,3,3,2,2,3,4,2,3,2,2,3,4,4,2,4,1,4,2,4,4,5
12592,11,17,1,1,PH,4,3,5,1,3,3,4,2,4,4,4,2,3,4,3,5,3,5,2,3,2,4,2,5,4,3,3,2,3,5,3,3,4,3,5,4,3,2,1,2,4,4,1,5,1,3,2,4,2,4
12593,3,67,1,1,SE,4,4,4,1,5,2,4,2,1,5,4,4,1,4,3,4,1,2,3,3,2,3,3,5,2,5,1,3,3,4,2,5,5,2,1,1,1,2,2,1,5,5,5,5,1,4,1,4,4,5
12594,3,18,1,1,US,1,3,5,4,4,1,3,1,4,4,3,2,2,3,2,1,2,5,4,3,5,4,1,3,1,5,1,4,2,1,4,4,2,5,4,1,1,2,2,1,4,4,3,5,1,4,1,3,3,5
12595,1,24,2,1,US,1,1,5,3,5,1,5,1,5,5,4,5,3,5,3,1,5,4,1,4,1,5,5,1,5,1,5,1,5,1,5,4,3,5,2,4,5,3,4,5,4,2,4,5,5,2,2,4,4,5
12596,3,32,1,1,CA,2,4,4,2,5,2,5,2,5,4,2,4,4,5,4,1,5,4,4,4,2,5,5,2,5,3,2,2,5,2,5,4,4,5,1,2,3,2,2,4,5,4,1,4,1,4,1,5,4,5
12597,3,18,2,1,US,2,4,3,3,3,4,5,3,4,4,5,5,1,3,1,5,1,5,4,4,4,4,2,4,2,5,2,4,3,3,3,1,4,3,4,2,1,1,1,3,4,4,1,5,1,3,1,3,4,5
12598,11,17,2,2,PH,2,4,5,2,5,1,5,2,4,4,2,3,5,3,3,3,2,4,2,5,5,4,3,4,4,3,2,3,1,2,5,3,5,5,3,2,3,4,4,3,3,5,3,5,4,3,2,3,3,5
12599,1,18,2,1,AT,2,3,5,2,2,2,4,2,5,1,2,4,3,5,1,2,3,3,3,2,4,2,2,4,3,4,1,5,3,4,2,4,4,2,2,2,2,4,2,2,4,5,1,5,1,4,1,5,4,3
12600,3,68,2,1,US,2,3,3,1,4,3,4,2,3,3,3,3,2,4,1,2,2,4,1,3,1,4,4,2,4,2,2,1,4,3,2,3,4,2,2,2,2,3,2,3,4,4,2,3,2,4,2,4,4,4
12601,13,49,1,1,IN,2,4,4,1,5,1,5,2,4,5,5,4,2,5,1,4,5,5,2,4,4,4,5,2,1,5,4,2,2,5,2,1,1,2,5,1,4,4,1,2,2,4,1,5,1,4,2,4,4,4
12602,3,15,2,1,GB,2,3,4,4,5,2,4,3,3,4,4,3,1,4,4,2,5,5,4,4,1,5,3,2,4,1,4,1,5,1,4,3,2,5,3,5,4,4,4,4,3,3,3,5,1,3,2,4,2,5
12603,4,60,1,1,IN,1,5,3,1,5,1,5,1,5,5,4,5,4,4,3,3,4,5,1,5,1,5,5,3,5,3,2,1,5,3,1,3,1,5,3,5,5,1,1,5,5,3,5,4,3,3,3,4,1,5
12604,4,25,1,1,IN,2,4,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,5,2,4,3,4,5,4,4,2,2,2,4,4,3,4,3,4,4,3,3,5,4,4,4,4,2,2,3,4,2,5,4,4
12605,13,17,2,1,PH,4,4,5,2,4,2,4,1,4,4,3,4,2,4,3,2,2,5,2,4,2,4,1,3,4,4,2,1,4,2,4,4,2,4,2,4,5,5,4,5,4,4,3,5,3,4,1,5,3,5
12606,3,17,1,2,AU,1,5,5,1,5,1,5,1,5,5,1,2,4,4,4,1,2,2,4,2,4,1,1,5,1,5,1,5,4,1,5,5,1,5,1,1,4,4,4,2,5,4,2,2,1,3,5,5,5,2
12607,11,26,2,1,BH,5,5,5,1,4,2,3,1,3,4,3,3,1,3,2,2,1,3,3,2,1,5,3,2,2,2,2,2,1,4,2,2,3,2,3,2,2,3,2,2,4,4,1,5,2,5,1,5,2,5
12608,3,19,2,1,US,3,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,4,1,3,3,2,1,5,1,5,2,5,2,5,3,1,3,5,3,3,3,1,1,3,4,5,1,5,1,5,2,5,5,3
12609,11,16,1,1,PH,4,4,4,2,4,2,5,2,3,4,4,4,2,4,1,3,3,5,1,5,3,3,1,4,2,4,1,2,3,3,2,2,4,2,1,4,2,3,3,2,3,5,2,5,3,5,1,5,2,3
12610,8,52,1,1,GB,2,4,5,2,4,2,4,2,4,4,4,3,1,5,2,4,1,4,1,4,2,2,2,5,4,4,2,4,2,2,1,1,4,4,4,2,5,2,1,2,2,5,3,2,2,4,4,5,2,4
12611,11,17,2,1,PH,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,5,1,1,5,1,1,5,1,1,5,5,5,1,1,5,1,1,5,1,5,5,1,5,1,5,5,5
12612,1,27,2,1,DE,2,3,4,3,4,2,4,2,4,4,3,4,3,4,2,4,2,4,2,4,2,4,4,2,3,2,4,2,2,3,3,2,3,4,3,3,2,2,2,2,2,3,2,2,2,3,4,4,2,4
12613,4,28,1,1,IN,1,5,3,1,5,1,5,3,5,5,1,1,5,2,5,3,5,1,3,1,1,5,3,1,5,3,5,1,5,3,1,3,2,3,3,5,5,3,2,5,1,3,2,4,1,4,1,1,5,5
12614,3,43,1,1,US,2,3,5,1,5,4,5,1,5,4,4,5,5,5,4,2,4,5,1,1,3,5,5,5,2,5,4,5,3,4,2,4,4,4,2,1,1,1,1,1,5,5,1,5,2,5,1,5,5,5
12615,11,14,2,2,PH,3,5,5,3,3,1,5,1,3,5,2,5,3,2,3,3,3,3,2,5,3,5,3,3,3,3,2,1,3,3,4,5,3,5,2,3,4,5,5,5,3,5,1,4,1,3,1,5,3,5
12616,4,26,2,1,IN,3,5,4,4,4,3,4,2,4,3,1,4,4,5,4,5,5,5,2,2,3,5,4,3,3,4,4,2,3,2,5,4,2,5,2,4,4,5,3,5,2,4,3,4,2,4,2,4,2,4
12617,4,22,1,1,IN,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,1,5,1,5,5,1,1,1,5,1,1,5,5,1,1,1,1,5,1,5,5,1,5,5,5,1,5,1,5
12618,3,24,1,1,CH,4,4,3,4,2,5,1,2,2,2,2,2,4,4,4,1,4,2,4,1,1,2,1,3,3,4,2,4,2,4,4,3,2,4,3,4,3,3,3,3,5,4,2,5,2,4,2,5,4,4
12619,4,26,2,1,IN,5,5,2,1,5,2,5,2,5,5,5,5,5,5,5,4,5,5,4,5,3,5,5,2,5,5,2,1,5,5,4,3,2,5,4,5,5,5,5,5,4,3,2,3,4,3,5,5,5,5
12620,3,13,2,1,ZA,1,5,5,2,5,1,5,1,5,1,5,5,3,5,1,3,1,5,1,4,4,2,2,5,1,4,1,5,3,5,3,1,2,3,5,1,2,2,2,3,5,5,1,4,1,5,1,5,4,3
12621,3,20,1,1,NZ,5,5,5,2,5,1,5,2,4,5,3,3,4,4,3,2,4,4,2,3,4,3,2,4,2,4,1,4,2,5,1,3,5,1,3,2,3,2,1,2,4,4,1,4,1,5,2,5,4,5
12622,3,39,1,1,GB,2,3,3,1,3,3,3,3,3,2,4,3,1,5,2,4,4,4,2,3,1,4,4,2,4,2,3,2,5,1,3,4,3,3,2,2,2,2,2,2,4,4,2,4,2,3,2,5,3,3
12623,4,17,1,1,US,1,5,2,1,5,3,3,2,5,5,3,4,3,4,2,1,4,3,2,2,4,2,3,5,2,4,2,4,2,5,1,2,4,2,3,2,1,2,1,1,4,5,2,5,1,5,1,5,5,4
12624,3,16,2,1,US,4,4,3,1,5,1,5,4,4,5,2,3,1,5,4,3,2,2,3,3,1,5,4,1,5,1,4,1,5,1,5,5,1,5,1,5,5,5,5,5,4,4,2,4,2,3,1,3,4,2
12625,8,16,1,1,US,2,5,2,2,5,2,4,4,1,1,2,4,5,3,3,1,2,5,3,1,5,4,3,4,4,2,4,5,2,1,1,1,5,4,4,1,1,4,1,1,2,4,4,3,3,4,5,5,1,5
12626,11,16,2,1,US,2,4,2,3,2,2,2,2,3,2,3,3,3,2,5,2,5,3,3,3,3,3,3,2,3,3,3,4,3,4,5,5,3,5,2,5,5,5,5,5,3,4,3,5,3,3,1,3,2,4
12627,3,18,1,3,US,5,2,3,5,4,2,3,2,4,5,3,4,3,4,3,1,2,4,3,3,5,3,2,3,3,4,2,5,5,2,5,5,3,4,5,2,5,5,5,5,4,5,3,2,3,5,2,3,5,4
12628,11,16,1,1,US,3,3,4,3,3,3,3,2,4,5,5,4,3,3,2,3,1,5,1,4,4,4,3,4,3,4,4,4,5,4,4,3,3,4,2,3,2,4,2,4,3,5,3,4,3,4,1,4,3,5
12629,1,17,1,2,US,1,4,3,2,4,2,5,1,4,5,3,4,3,3,2,2,3,3,3,3,4,4,4,3,3,3,3,3,5,1,4,4,3,4,3,5,4,2,1,4,3,5,2,4,2,4,1,3,3,5
12630,3,68,1,1,US,4,3,2,4,2,4,4,4,3,5,2,4,5,4,4,2,4,2,4,2,2,4,4,3,4,2,3,2,2,3,3,3,3,3,4,2,2,3,3,4,2,4,3,4,5,4,2,4,2,5
12631,4,23,2,1,US,1,3,4,1,5,2,5,3,4,4,4,4,1,4,1,4,2,5,1,5,4,2,5,5,3,4,2,1,2,5,4,4,3,4,4,4,3,3,4,4,3,3,2,4,1,4,2,4,1,4
12632,3,28,2,1,AU,1,2,3,5,5,1,4,3,5,5,3,1,3,3,5,2,5,3,2,2,1,5,4,2,5,1,5,1,5,1,5,5,2,5,1,5,5,5,5,5,4,2,4,4,3,1,2,4,3,5
12633,3,17,2,1,NO,2,3,5,2,5,2,3,1,2,4,1,1,4,2,4,1,4,4,5,2,2,5,2,1,4,3,3,1,2,4,4,5,1,5,1,4,2,2,2,5,4,5,2,5,2,5,1,4,2,5
12634,3,42,1,2,US,3,4,4,3,4,3,3,3,4,3,5,4,2,5,2,5,2,4,1,4,2,5,4,3,5,2,2,2,5,2,1,2,4,2,3,2,3,2,3,3,3,5,2,4,2,4,1,5,2,5
12635,13,41,2,2,GR,1,5,5,1,5,1,5,1,5,5,1,5,5,5,3,3,1,2,3,3,1,3,3,5,3,4,3,5,5,2,1,5,1,5,1,5,5,5,4,2,3,3,3,5,3,3,3,5,2,5
12636,11,14,2,1,AU,4,5,3,4,3,2,3,2,4,2,2,4,5,2,4,1,4,3,2,3,5,4,2,4,1,5,1,5,2,5,5,2,4,3,3,4,4,4,4,5,5,5,1,5,4,5,1,5,5,1
12637,13,27,1,1,GB,1,5,4,2,4,2,5,2,4,4,4,4,2,4,4,2,2,4,2,4,4,4,2,4,2,4,2,4,4,4,3,2,2,4,2,4,2,4,2,2,2,4,4,4,4,3,1,4,4,4
12638,13,23,2,1,LK,2,5,2,1,5,4,5,2,5,5,3,5,5,5,1,4,4,5,1,4,5,2,1,2,3,5,1,5,3,5,5,1,5,4,3,4,4,5,1,3,5,5,1,5,1,5,1,5,5,5
